	GSM5016874	GSM5016875	GSM5016876	GSM5016877	GSM5016879	GSM5016880	GSM5016881	GSM5016882	GSM5016884	GSM5016885	GSM5016886	GSM5016887	GSM5016888	GSM5016889	GSM5016890	GSM5016891	GSM5016892	GSM5016893	GSM5016894	GSM5016895	GSM5016896	GSM5016897	GSM5016898	GSM5016899	GSM5016900	GSM5016901	GSM5016902	GSM5016903	GSM5016904	GSM5016905	GSM5016906	GSM5016907	GSM5016908	GSM5016910	GSM5016911	GSM5016912	GSM5016913	GSM5016914	GSM5016915	GSM5016916	GSM5016917	GSM5016918	GSM5016919	GSM5016920	GSM5016921	GSM5016922	GSM5016923	GSM5016924	GSM5016925	GSM5016926	GSM5016927	GSM5016928	GSM5016929	GSM5016930	GSM5016933	GSM5016934	GSM5016935	GSM5016936
Pericytes	549.870012044023	570.300077731265	592.586639525691	758.938135031262	538.50740057333	715.662284590097	707.811635712515	512.718227398382	792.207136410747	1044.85528539235	809.209113468805	554.432434902793	574.201616959854	585.787709122298	583.199142774404	395.595456344251	522.531267186439	406.660163332318	465.480847805759	556.409382890091	590.951135657943	932.47196329407	948.504122828999	561.822820552434	912.702907817939	707.036818602556	978.979769492786	859.122347388548	1081.80479412783	801.347881264726	530.957332219394	700.219904993208	746.111742944744	1023.60762949856	696.779394861761	408.984205850847	769.119330209597	604.654184225858	583.486959086973	664.215270764206	738.952402792021	841.530548732244	1108.88117477243	938.932932091667	938.316451616273	1112.36369897037	919.691923123568	817.636030644321	1013.67098954537	871.362696012818	732.950113861701	821.854513238187	1112.85306357597	1115.59117197098	1009.36203951309	946.294642916853	803.834634935851	1351.2180085315
Plasma cells	696.994238766106	895.211236051477	297.829295447057	581.743530544677	762.987928231338	762.906747990603	481.78138644458	714.197460816273	876.946504565013	421.247912501439	809.542235434575	442.808152221445	885.013383376505	677.383512202552	855.833709903292	484.126888929349	757.855945132803	931.602423382002	789.227717978267	657.374031883353	1078.43716862591	321.267925174766	465.19691268517	488.362698146093	623.851098030862	263.521127679433	599.585842889952	267.960770744632	473.241911461539	570.005170433648	546.093436275432	906.181832396723	544.538803210358	506.315363487205	638.655500244304	581.995141439393	623.024434421107	417.47287073331	562.053975942453	703.006842562038	671.939306128003	667.273961023532	349.453235099427	803.162287116973	705.869742879559	441.029816792826	429.882219967472	431.507443746524	802.325549517412	414.432668163737	758.99183533022	708.605206428257	399.431974661401	676.497541377256	648.273106658543	356.741946499878	433.854464724449	692.204330923773
Platelets	1198.45246679706	714.53732583467	397.590896121905	628.663055622589	1316.97851679987	1276.37334443571	98.2197461896659	666.782898786122	901.513309549878	745.354929321138	229.481932640491	862.352775233416	416.668501572335	737.052140738112	1105.24156884968	345.307998997771	768.017515999765	680.214364205735	1483.66802562462	436.376003600279	908.818158466171	103.549351927393	130.602830127604	397.565231425102	242.796063120614	560.523791960454	1121.01598602711	183.817757454813	703.211435720764	396.016676385127	1033.32206732484	1129.72414564439	237.288977728505	800.451079948355	484.348854748029	647.001050939949	282.380062922167	355.576090667147	1312.92158180077	1152.21961844618	681.805027918023	750.71767536251	3.85134851841637	424.149433845684	353.645212925258	60.0731451206084	450.128962456617	477.641896339393	832.914429465838	266.157632947514	882.336942400822	451.159629456886	60.3421236026894	1151.14468523606	963.624035309697	166.936733937949	232.888945988125	575.562812792546
Preadipocytes	396.142945981022	628.436632508325	777.190351003239	723.584811227743	525.840427791032	488.304116156859	749.189454618296	579.593083345332	471.07020645957	825.339998334145	764.547451085893	651.478203403466	660.11036961186	495.768225359829	530.30714933491	695.248095668952	639.955027008429	683.966778733732	551.487322030391	873.435744379161	651.097426445222	565.201084888836	903.98029560298	889.342047724947	729.485823336388	551.774843160542	514.043941428442	799.131273568977	826.369168635691	1273.42137339614	590.727213957647	435.986083907967	766.566171252711	502.96058439212	634.513323978795	626.824032800665	627.134099658063	934.218493193846	484.071394861729	503.268212904286	599.992166145596	617.735960873148	903.084715211509	566.65218491671	1104.8191517408	773.025669681574	517.637013020951	752.75379041413	380.930598049173	1212.22115930318	291.898382852022	485.493824951966	786.03438528614	627.52168278499	547.460747422046	639.449064646568	921.737192887239	1071.37598093289
Sebocytes	716.844758034904	761.835347663373	489.165673530541	640.480733253799	706.418516765666	681.512077088927	438.310832390587	458.162520941554	574.494951201212	484.532342544888	234.418451416236	57.864709574778	473.948008598541	694.648516947516	424.983183508169	381.029843877879	757.411785299514	530.354475284662	465.029389168663	300.079570753672	97.8977064458744	567.563903228211	624.692063362063	187.193290617918	483.618128962044	306.426482003411	1070.31631254602	191.805398605348	402.303219633975	658.238833090278	487.816471321457	382.498828633856	199.025145027757	743.732882438404	478.546559725657	384.698197037506	300.207321841051	315.292690155162	786.691243291466	367.790489696061	210.264552964627	797.467032359901	585.714108834269	342.41506403489	651.539529510587	834.286852685601	102.923475601158	456.272571160299	335.673053533569	590.125982612612	632.265122376973	518.897442017446	521.464436644189	398.704968289888	488.484776542301	334.788865121108	541.135426236406	200.874225295457
Skeletal muscle	759.437129362633	1348.61331630927	1321.42810279614	1016.40056444471	799.020665858183	747.445550453462	1273.86492872852	1069.12374673525	1182.77863653962	1180.17391176379	922.303052282646	474.94543574724	971.575724014064	639.049408458358	783.716017451086	1380.39526300104	626.60374397256	695.419442215518	590.469722141938	1698.27549947824	1202.02521475992	699.7635142709	742.394048089372	1672.58342756586	1621.89685394631	1167.70995065381	720.211841051845	1946.25320442948	1357.91744860733	1542.22169385285	672.193714200563	737.311044217903	1134.99198456521	576.919263204227	1081.33706719309	665.690389285114	1188.26334162358	1624.25531141775	788.99349676136	853.858438766991	801.84644166587	1165.27381784957	2234.67945202875	662.317201368021	1597.05388080036	1654.62820002791	1471.48814361816	1099.99529073255	922.618417126545	1979.81644831349	947.297348874276	728.629238939289	1200.18610363647	1154.51318424497	972.937617915669	1741.4734926163	1114.65494368678	1051.11130901742
Smooth muscle	557.566934993841	957.414466738122	1050.1746511023	494.112662468305	641.593544803147	465.299027272011	934.458218592153	473.850617717692	504.893144121369	425.202787959032	1000.07617212799	827.068892501625	558.628394386311	736.644477312473	840.822181354376	1112.55151211508	426.642053998108	854.688887116393	994.146289819285	915.679371233097	902.278036356049	930.371784704096	1093.59384795186	764.592780249632	1015.14413606254	646.771364638919	615.899039085326	769.583004823786	315.783829737362	989.55666474102	676.377412221851	1009.71444430752	771.33901217332	1115.25306451716	624.20924253599	478.665735777539	872.84707016787	680.528085684368	421.560864386295	287.175385460609	390.096983714797	528.667167629995	752.48680256932	393.457519313585	925.401248478083	942.702365270853	553.246898028379	223.717620092347	722.560208391355	832.62030130683	484.278003217731	502.570449939229	885.408869920863	602.686428975003	488.441050163568	555.256470534555	822.475904626358	1039.10365016394
Tgd cells	731.711594292797	826.837756394134	709.090436356713	331.384522220954	665.349504649656	557.900000409176	1084.7622478785	514.705564787218	871.128439095792	81.1449630343244	1171.53885567709	255.921411265378	1132.73404156819	661.811272988589	895.698669151927	1142.78274718132	375.70832499437	1041.63435832481	833.027375788046	1434.80724136396	1084.11397551415	547.781930639471	616.189449016201	731.50944271166	984.806394193158	248.76062373962	605.278483205426	727.899066241126	0	691.256977153527	419.781231434727	804.388895712565	1159.81754118811	391.78615425069	889.076389928025	547.279335508056	984.167396592766	885.13099023734	618.396127382972	485.158013874944	723.596679099755	738.620465803424	860.384862214914	333.528597804234	833.319399714206	778.15535795707	866.507548497743	122.683145461231	1175.28854137734	824.046639573713	207.067038373171	673.695279073048	1177.43564425418	690.322116331036	433.616613981577	625.281116852305	990.349096541423	349.867010291938
Th1 cells	1295.79291237388	1591.54873124273	526.790130105861	670.260555488988	1149.39807342149	1230.52709086209	929.290082941121	986.828560934589	1708.97429639381	107.109554754483	1962.05473940623	78.9033046511886	1389.03115359039	827.427920098284	1171.76112930339	1168.17102165231	706.835539703543	762.543109189702	941.577643779767	1389.40953176161	1723.69167777599	1298.65319506788	1223.47887201684	848.237836374241	1825.86492340467	500.881869145249	912.929691924323	718.470135675605	265.831754541246	826.604206344798	655.294748464831	1233.6892954838	1151.58948292168	1190.06694260831	1023.56518949443	429.158935792642	1314.03541529152	967.798541344075	710.311486257617	807.563552933289	951.829938069373	2105.34479383953	1637.52510594309	861.264572388942	1363.99069299038	1618.86692055799	1282.00023744246	1047.26849962446	2065.7081421061	1598.81148676695	1175.72712950524	1259.34371655489	1895.78034820882	1757.18509562052	1283.17765231921	1180.62756212995	1486.38606019532	1062.77953018707
Th2 cells	1333.07675972672	1346.78801095209	1083.36819532609	786.998733223466	1497.68594376608	1452.38607502757	1558.76991625353	1233.36855607441	1609.78198119463	0	2246.77329359933	395.085932100568	2206.77673646148	1334.4091775056	1653.02336164022	2081.06946163535	790.313353473275	1995.5939174319	1438.90076682722	2121.78490132627	2066.88106712831	1129.43838071968	857.693311331481	1385.74628276747	1493.10883549766	361.058011651429	1140.78839116755	1379.39153201302	22.4698006348362	1234.14462965104	903.749656176268	1489.68041087332	2058.21880076926	498.826250997825	1542.16158391914	1381.96147879472	1727.49975236837	1519.8306779131	1417.73072616885	1264.80008794545	1533.41949520034	828.295969454921	1671.78072476476	1008.94250796037	1602.64893081968	1394.46070636974	1631.08465138123	852.774689235692	1999.45329742526	1177.53565164883	338.5378135482	1433.88379352555	2018.63416968436	1396.25875172199	1006.23056814373	1213.70289243756	1613.5669242187	1197.25642529764
Tregs	838.321062663312	1018.22072939243	1274.2310234023	863.550172674858	1016.63715372956	884.80188666732	872.541442533385	981.644555320264	797.056986906656	1672.27411910478	724.7079438962	1962.12008219312	1033.27089163742	946.746712246623	857.553921227805	856.559035920582	876.723092020598	1032.73094281528	869.96062382315	1463.7248617878	799.935503608931	775.016060833194	979.372030557541	1552.46065889633	490.09679464785	1617.35889151159	1084.34775347095	1384.37975808297	1588.89127661331	642.427505897903	1090.82080356236	1182.89663558218	889.896664521087	600.105848233321	861.66427790826	1342.14187482088	1021.09767273732	1148.93222631569	1168.60907015107	1314.22950746032	1074.43441283606	178.024432845157	561.937984172083	724.491577734752	322.02590035962	326.516248685321	713.476132007097	891.229467127705	933.753831760552	531.957578839316	666.148018878613	718.761158459323	658.367523451959	735.671231575326	772.282670121818	723.328659550265	577.238478091844	439.310428184032
aDC	1064.9847481185	974.308016267522	1198.56200242194	579.631669939953	479.368787288122	409.694665928388	541.286901863001	679.321532106012	515.367973960011	609.553190120157	929.567553797431	1417.13132041546	813.485829358532	1175.17712494901	673.033885360486	803.997870993283	215.884263545275	759.357531251868	726.810550559027	571.714930587226	696.627801375741	1723.50978644964	2569.71696444905	972.773652613302	1344.83629110542	1103.17420315799	957.576493878427	1688.50157792851	1196.02840732659	558.857249890128	932.510519582807	1176.66809885711	400.936337312842	2097.17529894051	462.527720160442	364.845606605642	742.554676663344	505.762002472522	203.864131264043	633.12079248809	311.609956849778	2524.15044495042	1799.41141565609	930.065277292633	533.632429572511	1989.44997790933	961.722503368891	1137.32428525005	585.737045685618	577.73815819991	656.224532311715	1068.60256311837	1661.24715692105	993.524302181633	307.648646496159	1139.81268505364	600.576785653796	634.794803622774
cDC	329.51331511526	897.155246851925	848.6490851899	513.43571550566	363.087454856869	378.775922737189	572.779878856041	673.131542445601	529.094591871974	524.436113592554	658.551613976961	1140.29728884816	527.420473617403	796.052101502206	555.602806644523	645.848958449412	378.643496219677	676.539747018375	351.464664252322	582.625850014022	466.010991710607	990.956105363483	648.521859911911	1053.95914360321	695.523209547919	621.124348784498	600.494382871865	949.397388559061	614.497263288491	565.225304778955	609.832842766279	583.627387368093	630.328099813216	1056.70420202947	525.787477127621	477.857818447967	594.34487964925	769.139805177985	341.850396061629	332.623621879305	592.547053956907	924.491167947403	877.716119916843	658.496340616623	553.353682238711	935.057262633121	462.627171412773	837.73496979585	489.504493013295	367.072925476268	641.261130866057	390.731156610732	647.562972290998	531.654668823254	464.696655375832	722.229922225666	790.826154972901	1019.15082721783
iDC	1098.53592719496	730.885956053887	1519.25941776121	682.137421994962	1411.08704644605	1420.1850718548	347.090269517728	468.569372433508	964.330823832566	860.238378330596	762.068434768019	602.706600388159	545.837808559868	1149.40409859839	552.955358745217	850.15521601971	1525.29481479048	1479.40775706167	665.194933521141	522.032455555192	798.145330420925	2676.96813850837	1718.16514172157	1133.55023644526	750.937354723707	1151.99393080151	1103.92036571818	974.67475467804	1048.33135938551	109.935713487288	655.891110295298	551.328840800239	579.587803433226	1258.65412988803	856.06182245766	469.070607095761	683.268323265813	486.895694918912	389.925366254923	1336.15538849288	758.784732965641	2629.84600451001	1505.64914628145	780.004084416126	143.464095093846	1982.7572566019	816.681717116881	312.501475168956	493.278455365102	618.32941595748	418.153832223714	647.935487098775	839.963278127206	651.624145875218	416.449291814718	1038.95386266718	469.505430556635	410.643389901203
ly Endothelial cells	1145.42601178076	805.115135285383	169.836622643824	811.915631770835	1180.43825764595	1699.05921539109	342.650379174478	775.024408669425	1621.7948413391	501.709267181183	672.168907016595	467.131201377932	814.197841326953	701.227989617286	911.332761164297	531.884134514366	1034.31967239565	797.554142783096	873.523641234191	556.449108472843	886.294354963705	1305.53954523411	852.708645760095	500.016096841345	641.929031406906	485.835419526433	874.623011469145	910.388311626525	426.144559252189	663.755203192357	527.589524122528	1011.81574127649	1408.25254369227	1213.55984526592	557.970271854878	707.310105152971	327.384217978226	877.176110598232	1577.5984781828	1335.57852234675	1005.34795090438	1439.74301375777	1589.85684042147	1508.37349121315	1236.59192539081	1185.55414570716	1396.82136450374	829.736087260057	1527.4368151863	1519.06655126195	1246.92219931377	1275.22952230221	939.593940402985	1611.38656148399	1920.60191102132	1308.99758490325	1372.26918894581	1463.84649414871
mv Endothelial cells	625.836180217244	349.018949546993	90.5280193695811	463.334608207421	527.429452175391	850.189329383634	189.801702680774	547.441373530116	792.350277075706	317.572798689606	593.850353954779	222.710776688573	464.911071982747	568.112899887146	400.402878192079	267.718427442674	481.740541648486	324.430612177179	380.928430643667	338.870150051861	539.16314497293	718.751845807408	536.432258300447	297.686521291133	604.361867004896	397.879794481288	515.457947432964	484.041729573954	347.357574692099	377.583800066936	393.69751197505	564.00288212818	573.857177176194	632.747843413918	356.028047686851	256.873843590024	302.706296772226	399.993267843699	633.57731044089	494.10604685461	555.828552249414	1130.49921491592	1094.42064927266	920.711498675975	805.077485316096	951.168784088599	916.853122664338	690.304118600879	1062.71181597369	901.772985360874	698.505699400755	857.442049862689	811.129694868736	924.408301784382	1150.57257083234	864.877934287196	941.254310699549	867.891770530934
naive B-cells	751.661660299697	473.020633495371	466.12223842847	713.23358619272	775.801753062241	780.817777084817	493.361040887703	756.427281305924	577.967698327239	544.056860417372	434.700460659743	448.863262277399	659.770442002498	573.157981370184	517.234840129031	529.585107804073	898.823685471742	693.219206200271	596.615602377916	722.780026735876	726.240614438027	419.157510896812	469.967973548306	749.686848482908	454.472284596878	578.47705156662	886.899125036989	475.061392459351	641.381007191129	660.207614651622	688.621773716635	498.197764118742	531.198139726899	763.718750130242	745.78762118672	879.624104146311	571.648083428721	846.135710786051	871.258474040018	904.994286180123	861.597580750643	675.440749661309	352.786429522345	721.839427895247	513.566837151255	534.283426302775	466.323628125075	489.755064154399	419.106329693622	464.904773476314	559.926023331837	746.627797451898	172.466470644486	591.874300647719	408.917454082369	500.480736905609	620.997915545302	488.105122483156
pDC	984.553359136458	663.31841889192	609.512448620847	1224.16148266005	1221.07318793645	1235.05532484015	659.971012657425	1229.59649642565	727.831320635668	1026.15832623041	708.155084454398	1309.13710490384	478.436414755283	1421.18340818802	917.492210660468	882.339629644162	1222.9528114651	1249.45575614742	1125.62921534886	509.842187630819	1047.70677895494	803.098665580324	361.409026363924	500.107252543357	596.872079926943	549.646383883013	638.153908096771	575.40315990734	1011.24599844478	647.840447074593	1092.03159927811	1062.77221594931	696.530905022311	554.835638093641	1352.7459209487	1179.19836858259	331.756911068668	559.164426017872	1000.38391333336	1328.36676671801	1459.51048245399	1207.83433138304	496.215388728799	1310.98875344269	516.329761893989	418.790015444823	1056.480296652	1208.72985974411	1020.57826144052	578.386300475759	741.253455383614	1237.51610329981	628.475730235946	1003.64391932597	788.248196893889	363.688810945602	869.694454263105	526.950115170962
pro B-cells	885.88182598213	824.017668504458	837.415897403091	440.763463253575	949.982571796196	941.013283287438	799.155182324194	640.437831742472	986.923189936944	699.998537802474	1473.18422982491	643.395061369109	905.458729690132	1081.15802036164	775.264670634491	830.826543312647	577.10951504268	880.970253362728	1022.58149425644	1086.92721194374	991.124640078222	484.478192047482	610.390253427342	928.064761899691	952.659114953248	833.160369463221	851.374006882631	769.261019715839	907.808343547334	472.156240920305	672.880822874378	714.173379918146	1022.33804858936	480.96982096453	796.948465090044	653.258905750491	1309.77387461704	1047.31439236512	724.983379774578	906.369241623031	1039.44904513386	1210.03818499711	1102.05660078542	923.964317693975	737.12466360676	1019.24643679077	750.436632164806	665.768926578229	1070.5639285364	808.617484943008	977.015323656776	1078.28158534763	1056.48828044337	871.689589465665	724.710744212797	1204.00630984718	829.931980011559	829.669550239911
